User ID,Timestamp,Login Status,IP Address,Device Type,Location,Session Duration,Failed Attempts,Behavioral Score,Anomaly
712,2023-08-24 14:35:34.618259,Success,192.168.1.65,Desktop,Japan,630.0625649629878,0,74.322180600804,0
549,2023-08-24 14:36:34.618259,Success,192.168.1.16,Mobile,Canada,401.6935045523824,0,80.71710106159107,0
741,2023-08-24 14:37:34.618259,Success,192.168.1.20,Desktop,USA,8.3581130842011,0,74.2073862214618,0
129,2023-08-24 14:38:34.618259,Success,192.168.1.16,Mobile,Japan,176.48740780855704,0,73.72559369497904,0
187,2023-08-24 14:39:34.618259,Success,192.168.1.20,Mobile,Canada,1435.6543397358616,0,75.86346986423376,1
812,2023-08-24 14:40:34.618259,Success,192.168.1.65,Desktop,Japan,447.3142347057071,0,72.74738140358612,0
705,2023-08-24 14:41:34.618259,Success,192.168.1.25,Mobile,USA,25.901858032040018,0,61.844404667805975,0
404,2023-08-24 14:42:34.618259,Success,192.168.1.95,Desktop,Germany,68.22587208897527,0,79.19666037361976,0
827,2023-08-24 14:43:34.618259,Success,10.10.10.5,Mobile,Germany,904.783003481494,0,79.78765009458489,1
46,2023-08-24 14:44:34.618259,Success,192.168.1.14,Tablet,USA,180.681986724977,0,85.78008722984069,0
212,2023-08-24 14:45:34.618259,Success,192.168.1.14,Tablet,USA,705.0277352617596,0,74.89698749505732,0
386,2023-08-24 14:46:34.618259,Success,192.168.1.95,Desktop,Mars,953.2243543157124,0,82.33791388534347,1
702,2023-08-24 14:47:34.618259,Success,192.168.1.14,Desktop,USA,206.14825525984912,0,69.28692725620863,0
778,2023-08-24 14:48:34.618259,Success,192.168.1.65,Mobile,Germany,670.4543853848575,0,78.41641987598013,0
798,2023-08-24 14:49:34.618259,Success,192.168.1.36,Tablet,Canada,304.96093707854914,0,78.01628793107972,0
309,2023-08-24 14:50:34.618259,Fail,192.168.1.14,Desktop,Germany,0.0,0,54.01669179635394,1
428,2023-08-24 14:51:34.618259,Success,192.168.1.25,Tablet,Japan,562.9350356033624,0,97.41212223820631,0
102,2023-08-24 14:52:34.618259,Success,192.168.1.65,Desktop,USA,471.7323957713577,0,87.52693409352995,0
344,2023-08-24 14:53:34.618259,Success,192.168.1.20,Mobile,Antarctica,288.0245589174115,0,56.67735482364749,1
289,2023-08-24 14:54:34.618259,Success,192.168.1.27,Tablet,Germany,410.35088371512205,0,79.13774227612515,0
788,2023-08-24 14:55:34.618259,Success,192.168.1.95,Mobile,Germany,137.2767347191441,0,89.41574772735416,0
560,2023-08-24 14:56:34.618259,Success,192.168.1.16,Tablet,Germany,152.82086791085266,0,86.67756082046827,0
510,2023-08-24 14:57:34.618259,Success,192.168.1.27,Desktop,Japan,526.0738499949078,0,85.60369248205714,0
198,2023-08-24 14:58:34.618259,Success,192.168.1.20,Mobile,Germany,557.485745066898,0,94.54833009341085,0
93,2023-08-24 14:59:34.618259,Success,192.168.1.16,Tablet,Germany,66.41062456160797,0,99.2297519028283,0
775,2023-08-24 15:00:34.618259,Success,192.168.1.20,Mobile,Canada,105.91557890390156,0,87.39536048575522,0
834,2023-08-24 15:01:34.618259,Success,192.168.1.25,Desktop,Canada,178.2709210776739,0,80.12242799842107,0
165,2023-08-24 15:02:34.618259,Success,192.168.1.54,Tablet,Canada,1372.6271772096195,0,80.17181668981999,1
341,2023-08-24 15:03:34.618259,Success,192.168.1.54,Mobile,Japan,404.02153964307246,0,87.01432136274866,0
37,2023-08-24 15:04:34.618259,Success,192.168.1.16,Tablet,Canada,227.05793369071026,0,99.5099167461083,0
301,2023-08-24 15:05:34.618259,Success,192.168.1.95,Tablet,Canada,1106.6231418656018,0,71.53932838160193,1
310,2023-08-24 15:06:34.618259,Success,192.168.1.65,Tablet,Japan,42.01689656834664,0,80.68680839859296,0
591,2023-08-24 15:07:34.618259,Fail,192.168.1.27,Mobile,Japan,0.0,1,37.145853766763196,1
5,2023-08-24 15:08:34.618259,Success,192.168.1.65,Mobile,USA,57.189660431171205,0,82.38910829333193,0
343,2023-08-24 15:09:34.618259,Success,192.168.1.14,Tablet,Germany,125.88919451170139,0,95.17201707851282,0
812,2023-08-24 15:10:34.618259,Success,192.168.1.36,Tablet,USA,229.35551550561826,0,75.44982719798261,0
276,2023-08-24 15:11:34.618259,Success,192.168.1.20,Desktop,Japan,77.17118341477227,0,89.93530991055088,0
225,2023-08-24 15:12:34.618259,Success,192.168.1.25,Desktop,Germany,67.51458474069416,0,54.26733200486609,0
934,2023-08-24 15:13:34.618259,Success,192.168.1.25,Desktop,Canada,262.3607377576894,0,86.75665038038049,0
873,2023-08-24 15:14:34.618259,Success,192.168.1.14,Desktop,Germany,226.86236504729513,0,87.02264198822998,0
799,2023-08-24 15:15:34.618259,Success,192.168.1.25,Tablet,USA,153.73186973490382,0,75.66474204437426,0
447,2023-08-24 15:16:34.618259,Success,192.168.1.54,Mobile,Canada,609.4858169960127,0,84.5179984807135,0
813,2023-08-24 15:17:34.618259,Success,192.168.1.54,Tablet,Canada,116.22845760462899,0,91.64291209971596,0
172,2023-08-24 15:18:34.618259,Success,192.168.1.36,Mobile,Germany,101.98498479314432,0,84.32595493027416,0
292,2023-08-24 15:19:34.618259,Success,192.168.1.95,Mobile,USA,323.3076724541831,0,87.3401540956002,0
487,2023-08-24 15:20:34.618259,Success,192.168.1.14,Desktop,Germany,94.08520746909855,0,87.54369500276724,0
28,2023-08-24 15:21:34.618259,Success,192.168.1.54,Tablet,Japan,13.652592994833187,0,82.7130904457478,0
819,2023-08-24 15:22:34.618259,Success,192.168.1.16,Tablet,Canada,1665.281838145878,0,81.67827064784771,1
827,2023-08-24 15:23:34.618259,Success,192.168.1.36,Desktop,Canada,71.18612648326126,0,77.34494851571338,0
505,2023-08-24 15:24:34.618259,Success,192.168.1.36,Desktop,Canada,110.33165806975934,0,79.57545782464146,0
925,2023-08-24 15:25:34.618259,Success,10.10.10.4,Desktop,Canada,76.84985637173287,0,68.50942596892224,1
416,2023-08-24 15:26:34.618259,Success,192.168.1.27,Desktop,Japan,89.91229833401933,0,106.56688700140029,0
656,2023-08-24 15:27:34.618259,Success,192.168.1.95,Mobile,Canada,145.25316891918592,0,76.20169730010052,0
518,2023-08-24 15:28:34.618259,Success,192.168.1.27,Tablet,USA,204.76851813452956,0,77.14887757984194,0
251,2023-08-24 15:29:34.618259,Success,192.168.1.65,Tablet,USA,638.8462825362662,0,88.31135496619657,0
437,2023-08-24 15:30:34.618259,Success,192.168.1.27,Mobile,Germany,317.7130830276924,0,86.36218104844588,0
440,2023-08-24 15:31:34.618259,Success,192.168.1.20,Desktop,Japan,116.61660361315779,0,85.61247155127312,0
382,2023-08-24 15:32:34.618259,Success,192.168.1.95,Mobile,USA,277.2062551897001,0,89.0642119511391,0
313,2023-08-24 15:33:34.618259,Success,192.168.1.54,Mobile,USA,121.9972174686797,0,101.70444024003653,0
816,2023-08-24 15:34:34.618259,Success,192.168.1.20,Tablet,USA,151.87693739829166,0,83.11231812296519,0
69,2023-08-24 15:35:34.618259,Success,192.168.1.14,Tablet,Japan,153.60503316310957,0,77.91366734329509,0
389,2023-08-24 15:36:34.618259,Success,192.168.1.20,Tablet,Germany,190.47987106011587,0,80.92539194187097,0
403,2023-08-24 15:37:34.618259,Success,192.168.1.54,Desktop,USA,490.7213423092844,0,86.56712066003035,0
624,2023-08-24 15:38:34.618259,Success,192.168.1.95,Mobile,Germany,165.34211004670982,0,87.24708922790377,0
811,2023-08-24 15:39:34.618259,Success,192.168.1.27,Tablet,Japan,241.2839356965093,0,72.2021756581276,0
18,2023-08-24 15:40:34.618259,Success,192.168.1.65,Mobile,Canada,3.1457616371478707,0,73.7089264058583,1
731,2023-08-24 15:41:34.618259,Success,192.168.1.27,Desktop,Japan,101.38310740151354,0,79.91678807677468,0
457,2023-08-24 15:42:34.618259,Success,192.168.1.14,Desktop,Germany,401.02659860959784,0,71.19223207568935,0
175,2023-08-24 15:43:34.618259,Success,192.168.1.20,Desktop,USA,206.83540440827082,0,100.45396262231937,0
780,2023-08-24 15:44:34.618259,Success,192.168.1.27,Tablet,Canada,233.7564838071606,0,83.26877745326006,0
156,2023-08-24 15:45:34.618259,Success,192.168.1.36,Mobile,Canada,16.77102580321349,0,93.76093968590408,0
412,2023-08-24 15:46:34.618259,Fail,192.168.1.27,Desktop,Germany,0.0,1,46.40015150365536,1
828,2023-08-24 15:47:34.618259,Success,192.168.1.27,Tablet,Germany,40.140138480731565,0,79.90187012358471,0
520,2023-08-24 15:48:34.618259,Success,192.168.1.16,Tablet,Germany,1297.3954646699883,0,86.8184280563237,1
426,2023-08-24 15:49:34.618259,Success,192.168.1.27,Tablet,USA,427.51002878506506,0,76.77530931788566,0
962,2023-08-24 15:50:34.618259,Success,192.168.1.25,Mobile,USA,121.02655176137677,0,80.13700209756148,0
310,2023-08-24 15:51:34.618259,Fail,192.168.1.14,Tablet,Canada,0.0,4,53.39542278562244,1
969,2023-08-24 15:52:34.618259,Success,192.168.1.20,Tablet,Japan,898.1754637731674,0,82.79088713577688,1
676,2023-08-24 15:53:34.618259,Success,192.168.1.65,Mobile,USA,265.4479186483604,0,82.7434458077121,0
132,2023-08-24 15:54:34.618259,Success,192.168.1.14,Desktop,Japan,160.79223019779488,0,84.8962563780033,0
278,2023-08-24 15:55:34.618259,Success,192.168.1.14,Tablet,Germany,332.97847152030636,0,89.64023614198408,0
427,2023-08-24 15:56:34.618259,Success,192.168.1.36,Desktop,Canada,173.86796784755484,0,64.01402390282094,0
452,2023-08-24 15:57:34.618259,Success,192.168.1.14,Mobile,Japan,867.2074513152294,0,70.98435885737399,1
71,2023-08-24 15:58:34.618259,Success,192.168.1.36,Tablet,Japan,247.85952660319873,0,66.22470298354818,0
825,2023-08-24 15:59:34.618259,Success,192.168.1.36,Mobile,Germany,53.00907480707548,0,87.62136989389894,0
848,2023-08-24 16:00:34.618259,Success,192.168.1.14,Tablet,Germany,112.19206908739962,0,87.49363553131344,0
352,2023-08-24 16:01:34.618259,Success,192.168.1.16,Desktop,Japan,182.1297438919414,0,70.86365398058912,0
791,2023-08-24 16:02:34.618259,Success,192.168.1.16,Desktop,USA,1047.344363284343,0,68.22631018803025,1
257,2023-08-24 16:03:34.618259,Success,192.168.1.14,Mobile,USA,392.576628984568,0,79.44852164826021,0
57,2023-08-24 16:04:34.618259,Success,192.168.1.14,Mobile,Japan,452.63687551941877,0,76.4902736576014,0
499,2023-08-24 16:05:34.618259,Success,192.168.1.25,Mobile,Japan,1120.1956141351427,0,72.20623555441804,1
763,2023-08-24 16:06:34.618259,Success,192.168.1.20,Mobile,Canada,22.48522825475048,0,66.07010153627103,0
588,2023-08-24 16:07:34.618259,Success,192.168.1.14,Desktop,USA,183.92711812360687,0,63.85970928400472,0
415,2023-08-24 16:08:34.618259,Success,192.168.1.14,Mobile,Japan,258.2916888215557,0,64.1063073372364,0
930,2023-08-24 16:09:34.618259,Fail,192.168.1.65,Desktop,Mars,0.0,2,41.43453834478638,1
882,2023-08-24 16:10:34.618259,Success,192.168.1.27,Desktop,USA,82.10906939906391,0,74.73211114427006,0
382,2023-08-24 16:11:34.618259,Success,192.168.1.65,Desktop,Japan,123.66842240444633,0,89.74447610837798,0
527,2023-08-24 16:12:34.618259,Success,192.168.1.14,Mobile,Japan,6.581492017369975,0,93.6284809476589,0
347,2023-08-24 16:13:34.618259,Success,192.168.1.27,Tablet,Japan,32.477200293756994,0,82.83908371534022,0
919,2023-08-24 16:14:34.618259,Fail,192.168.1.14,Desktop,Canada,0.0,2,48.439946585799696,1
943,2023-08-24 16:15:34.618259,Success,192.168.1.20,Mobile,Germany,3.2228400341602392,0,82.61485610847441,1
870,2023-08-24 16:16:34.618259,Success,192.168.1.20,Desktop,Germany,198.28796018737594,0,64.89923701063542,0
118,2023-08-24 16:17:34.618259,Success,192.168.1.36,Mobile,USA,517.8867048022265,0,77.51312414062471,0
775,2023-08-24 16:18:34.618259,Success,192.168.1.25,Desktop,USA,226.20368842020304,0,87.9482075820152,0
885,2023-08-24 16:19:34.618259,Success,192.168.1.54,Desktop,Canada,116.21296394713515,0,79.84359821558171,0
63,2023-08-24 16:20:34.618259,Success,192.168.1.54,Desktop,Germany,342.1526728094973,0,73.53471025195174,0
31,2023-08-24 16:21:34.618259,Success,192.168.1.14,Mobile,USA,643.5009292958805,0,87.79565062939628,0
234,2023-08-24 16:22:34.618259,Success,192.168.1.25,Mobile,Canada,576.2167400078147,0,89.17821024869922,0
805,2023-08-24 16:23:34.618259,Fail,192.168.1.16,Mobile,USA,0.0,2,51.56058396836707,1
58,2023-08-24 16:24:34.618259,Success,192.168.1.95,Mobile,Japan,624.1840582952932,0,85.7887751658597,0
992,2023-08-24 16:25:34.618259,Success,192.168.1.65,Mobile,Canada,38.04567215044927,0,87.63912300936282,0
255,2023-08-24 16:26:34.618259,Success,192.168.1.95,Mobile,Germany,109.73142757429665,0,66.8448295006983,0
394,2023-08-24 16:27:34.618259,Success,192.168.1.36,Mobile,Germany,72.04024026395206,0,75.86217355641136,0
956,2023-08-24 16:28:34.618259,Success,192.168.1.16,Tablet,Japan,165.54931332665,0,68.62223203479468,0
65,2023-08-24 16:29:34.618259,Success,192.168.1.20,Tablet,Canada,1080.8348712163195,0,76.15540208853197,1
59,2023-08-24 16:30:34.618259,Success,192.168.1.25,Desktop,USA,1082.5026377000006,0,88.7028301430864,1
880,2023-08-24 16:31:34.618259,Success,192.168.1.20,Tablet,Japan,71.2096004053688,0,92.85613135602054,0
593,2023-08-24 16:32:34.618259,Success,192.168.1.54,Tablet,USA,156.48137881584375,0,84.98357799012425,0
824,2023-08-24 16:33:34.618259,Success,192.168.1.20,Mobile,Canada,140.16539470806129,0,85.64104399166956,0
498,2023-08-24 16:34:34.618259,Success,192.168.1.25,Desktop,Japan,308.39723371750654,0,85.22714792367799,0
241,2023-08-24 16:35:34.618259,Success,192.168.1.16,Tablet,Canada,341.136871508018,0,88.48769991906775,0
155,2023-08-24 16:36:34.618259,Success,192.168.1.36,Desktop,USA,13.37505357136491,0,86.83800534639975,0
133,2023-08-24 16:37:34.618259,Success,192.168.1.16,Mobile,Canada,192.25693678746558,0,74.33856808281219,0
684,2023-08-24 16:38:34.618259,Success,192.168.1.16,Mobile,Japan,418.0143312197041,0,63.44926948352186,0
194,2023-08-24 16:39:34.618259,Success,192.168.1.54,Tablet,Mars,178.02019956654067,0,65.34619751229799,1
678,2023-08-24 16:40:34.618259,Success,192.168.1.36,Tablet,Japan,1093.6299502568506,0,110.1848067201392,1
14,2023-08-24 16:41:34.618259,Success,192.168.1.36,Desktop,Germany,24.004078527905325,0,77.48820441195018,0
631,2023-08-24 16:42:34.618259,Success,192.168.1.25,Mobile,Canada,68.68808022811552,0,85.30502704085012,0
676,2023-08-24 16:43:34.618259,Fail,192.168.1.65,Mobile,USA,0.0,5,44.64267358221814,1
143,2023-08-24 16:44:34.618259,Success,192.168.1.14,Tablet,Canada,81.49452139595054,0,74.85064820376431,0
441,2023-08-24 16:45:34.618259,Success,192.168.1.14,Tablet,Japan,52.26389578522891,0,92.94987059560029,0
259,2023-08-24 16:46:34.618259,Success,192.168.1.36,Mobile,Germany,40.18987921323902,0,71.53658582316706,0
617,2023-08-24 16:47:34.618259,Success,192.168.1.20,Mobile,Germany,37.72329169077389,0,89.15166268680879,0
407,2023-08-24 16:48:34.618259,Success,192.168.1.25,Mobile,Japan,155.6450661873351,0,84.17389434178133,0
487,2023-08-24 16:49:34.618259,Success,192.168.1.65,Mobile,USA,245.93276690719472,0,82.86087559210185,0
705,2023-08-24 16:50:34.618259,Success,192.168.1.16,Tablet,Canada,86.87268315184711,0,78.10891551091989,0
508,2023-08-24 16:51:34.618259,Success,192.168.1.27,Mobile,Germany,301.69530137627106,0,72.44167534382291,0
335,2023-08-24 16:52:34.618259,Success,192.168.1.14,Desktop,Germany,52.1076776419443,0,93.8576843876831,0
565,2023-08-24 16:53:34.618259,Success,192.168.1.20,Desktop,Japan,538.3074894720344,0,82.02402951990851,0
863,2023-08-24 16:54:34.618259,Fail,192.168.1.36,Tablet,Canada,0.0,1,62.41826943183486,1
27,2023-08-24 16:55:34.618259,Success,192.168.1.54,Tablet,Germany,214.92524880350615,0,72.83114881493411,0
174,2023-08-24 16:56:34.618259,Success,192.168.1.54,Mobile,Canada,7.792947186360644,0,76.57777222170293,0
581,2023-08-24 16:57:34.618259,Success,192.168.1.65,Desktop,USA,59.41891218044856,0,75.00699123029754,0
190,2023-08-24 16:58:34.618259,Success,10.10.10.5,Mobile,Germany,161.05591279038458,0,81.23178271349514,1
312,2023-08-24 16:59:34.618259,Success,192.168.1.65,Tablet,Germany,20.158530773292117,0,83.13968105740737,0
849,2023-08-24 17:00:34.618259,Success,192.168.1.95,Desktop,Germany,112.6513106365735,0,76.52527894415672,0
990,2023-08-24 17:01:34.618259,Success,192.168.1.16,Desktop,Japan,525.4753320841706,0,72.27329370913424,0
79,2023-08-24 17:02:34.618259,Success,192.168.1.16,Desktop,USA,150.04890712109832,0,78.09482549410946,0
791,2023-08-24 17:03:34.618259,Success,192.168.1.65,Mobile,Germany,496.10388582004606,0,88.56355099980074,0
837,2023-08-24 17:04:34.618259,Success,192.168.1.95,Tablet,Japan,208.48082083941176,0,86.81750066967639,0
844,2023-08-24 17:05:34.618259,Success,192.168.1.20,Desktop,USA,25.944059537605696,0,93.36103977831216,0
148,2023-08-24 17:06:34.618259,Success,192.168.1.95,Desktop,USA,119.1775135834359,0,81.31112701135673,0
177,2023-08-24 17:07:34.618259,Success,192.168.1.25,Tablet,Japan,681.3928591198172,0,81.33475125032491,0
242,2023-08-24 17:08:34.618259,Success,192.168.1.95,Tablet,Japan,886.6054021338392,0,80.3832005133082,1
463,2023-08-24 17:09:34.618259,Success,192.168.1.14,Desktop,USA,285.70524407818885,0,82.73146708177262,0
752,2023-08-24 17:10:34.618259,Success,192.168.1.95,Desktop,Japan,457.2149391556592,0,91.19917285447178,0
900,2023-08-24 17:11:34.618259,Success,192.168.1.95,Tablet,Germany,18.196910942216764,0,90.3388388821583,0
29,2023-08-24 17:12:34.618259,Success,192.168.1.65,Tablet,Germany,6.075098528698137,0,93.39512929710602,0
700,2023-08-24 17:13:34.618259,Success,192.168.1.27,Mobile,Japan,424.5954061753588,0,65.91280527237696,0
645,2023-08-24 17:14:34.618259,Success,192.168.1.14,Tablet,Canada,204.82362370370896,0,79.75132862356143,0
682,2023-08-24 17:15:34.618259,Success,192.168.1.14,Mobile,Antarctica,186.60551433723177,0,89.72873441054955,1
540,2023-08-24 17:16:34.618259,Success,192.168.1.16,Mobile,Canada,181.9719429547348,0,75.94756914997187,0
765,2023-08-24 17:17:34.618259,Success,192.168.1.36,Mobile,Germany,642.5129919804069,0,85.10672464434462,0
889,2023-08-24 17:18:34.618259,Success,192.168.1.27,Mobile,USA,552.8374661888731,0,74.31108749449622,0
229,2023-08-24 17:19:34.618259,Success,192.168.1.54,Mobile,Germany,797.8531162776386,0,78.84223069868091,0
246,2023-08-24 17:20:34.618259,Success,192.168.1.20,Desktop,Canada,372.0477514833773,0,76.01646194994697,0
567,2023-08-24 17:21:34.618259,Fail,192.168.1.25,Tablet,USA,0.0,0,47.491868743229205,1
968,2023-08-24 17:22:34.618259,Success,192.168.1.54,Tablet,USA,303.03235351938815,0,67.10876348229606,0
502,2023-08-24 17:23:34.618259,Success,192.168.1.14,Tablet,USA,48.18759387584027,0,77.344078507167,0
882,2023-08-24 17:24:34.618259,Success,192.168.1.14,Mobile,Germany,350.2215105050942,0,93.70842138418638,0
974,2023-08-24 17:25:34.618259,Success,192.168.1.95,Tablet,Germany,353.1198095037205,0,92.34200837171251,0
